concept_id,series,dataset,column,section,first_year,last_year,n_years,has_gap,dcf_item,dcf_question,value_list,traps
profile_data_2.rte_ews_c6_g,profile_data_2.rte_bld_c6_g,profile_data_2,rte_ews_c6_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c7_b,profile_data_2.rte_bld_c7_b,profile_data_2,rte_ews_c7_b,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c7_g,profile_data_2.rte_bld_c7_g,profile_data_2,rte_ews_c7_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c8_b,profile_data_2.rte_bld_c8_b,profile_data_2,rte_ews_c8_b,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c8_g,profile_data_2.rte_bld_c8_g,profile_data_2,rte_ews_c8_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c9_b,profile_data_2.rte_ews_c9_b,profile_data_2,rte_ews_c9_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_ews_c9_g,profile_data_2.rte_ews_c9_g,profile_data_2,rte_ews_c9_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c0_b,profile_data_2.rte_pvt_c0_b,profile_data_2,rte_pvt_c0_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c0_g,profile_data_2.rte_pvt_c0_g,profile_data_2,rte_pvt_c0_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c1_b,profile_data_2.rte_pvt_c1_b,profile_data_2,rte_pvt_c1_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c1_g,profile_data_2.rte_pvt_c1_g,profile_data_2,rte_pvt_c1_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c2_b,profile_data_2.rte_pvt_c2_b,profile_data_2,rte_pvt_c2_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c2_g,profile_data_2.rte_pvt_c2_g,profile_data_2,rte_pvt_c2_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c3_b,profile_data_2.rte_pvt_c3_b,profile_data_2,rte_pvt_c3_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c3_g,profile_data_2.rte_pvt_c3_g,profile_data_2,rte_pvt_c3_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c4_b,profile_data_2.rte_pvt_c4_b,profile_data_2,rte_pvt_c4_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c4_g,profile_data_2.rte_pvt_c4_g,profile_data_2,rte_pvt_c4_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c5_b,profile_data_2.rte_pvt_c5_b,profile_data_2,rte_pvt_c5_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c5_g,profile_data_2.rte_pvt_c5_g,profile_data_2,rte_pvt_c5_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c6_b,profile_data_2.rte_pvt_c6_b,profile_data_2,rte_pvt_c6_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c6_g,profile_data_2.rte_pvt_c6_g,profile_data_2,rte_pvt_c6_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c7_b,profile_data_2.rte_pvt_c7_b,profile_data_2,rte_pvt_c7_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c7_g,profile_data_2.rte_pvt_c7_g,profile_data_2,rte_pvt_c7_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c8_b,profile_data_2.rte_pvt_c8_b,profile_data_2,rte_pvt_c8_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_pvt_c8_g,profile_data_2.rte_pvt_c8_g,profile_data_2,rte_pvt_c8_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.smc_exists,profile_data_2.smc_exists,profile_data_2,smc_exists,School Profile,2018-19,2025-26,8,0,,,,
profile_data_2.smc_smdc_meetings,profile_data_2.smc_smdc_meetings,profile_data_2,smc_smdc_meetings,School Profile,2022-23,2025-26,4,0,1.51(b),Whether School Management Committee (SMC) and School Management and Development — Number of SMDC meetings held during the last academic year,,
profile_data_2.smc_smdc_same,profile_data_2.smc_smdc_same,profile_data_2,smc_smdc_same,School Profile,2018-19,2025-26,8,0,1.51(c),"Whether School Management Committee (SMC) and School Management and Development — Whether SMDC has prepared School Improvement Plan?                                                    (Yes=1, No=2)",,
profile_data_2.smdc_constituted,profile_data_2.smdc_constituted,profile_data_2,smdc_constituted,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.special_training,profile_data_2.special_training,profile_data_2,special_training,School Profile,2018-19,2025-26,8,0,,,,
profile_data_2.text_books_received,profile_data_2.text_books_received,profile_data_2,text_books_received,School Profile,2018-19,2021-22,4,0,1.56,"Availability of free text books, Teaching Learning Material (TLM), Play material (in current academic",,
profile_data_2.transport_pr,profile_data_2.transport_pr,profile_data_2,transport_pr,School Profile,2018-19,2021-22,4,0,5.1,"Facilities provided to children in Previous Academic Year for PRIMARY Grade: ** (B- Boys, G- Girls, T- Transgender)",,
profile_data_2.transport_up,profile_data_2.transport_up,profile_data_2,transport_up,School Profile,2018-19,2021-22,4,0,,,,
teacher_data.bachelor_of_ee,teacher_data.bachelor_of_ee,teacher_data,bachelor_of_ee,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.bed_equivalent,teacher_data.bed_equivalent,teacher_data,bed_equivalent,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.bed_nursery,teacher_data.bed_nursery,teacher_data,bed_nursery,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,,,,
teacher_data.below_graduate,teacher_data.below_graduate,teacher_data,below_graduate,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,1.19d,Year of Recognition of the school (Mandatory for Govt. Aided and Pvt. Unaided Schools): — Higher Secondary,,
teacher_data.class_taught_hsec_only,teacher_data.class_taught_hsec_only,teacher_data,class_taught_hsec_only,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,1.19d,Year of Recognition of the school (Mandatory for Govt. Aided and Pvt. Unaided Schools): — Higher Secondary,,
teacher_data.class_taught_pr,teacher_data.class_taught_pr,teacher_data,class_taught_pr,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.class_taught_pr_and_pre_pri,teacher_data.class_taught_pr_and_pre_pri,teacher_data,class_taught_pr_and_pre_pri,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.class_taught_pr_upr,teacher_data.class_taught_pr_upr,teacher_data,class_taught_pr_upr,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,1.19b,Year of Recognition of the school (Mandatory for Govt. Aided and Pvt. Unaided Schools): — Upper primary:,,
teacher_data.class_taught_sec_hsec,teacher_data.class_taught_sec_hsec,teacher_data,class_taught_sec_hsec,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,1.19d,Year of Recognition of the school (Mandatory for Govt. Aided and Pvt. Unaided Schools): — Higher Secondary,,
teacher_data.class_taught_sec_only,teacher_data.class_taught_sec_only,teacher_data,class_taught_sec_only,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.class_taught_upr,teacher_data.class_taught_upr,teacher_data,class_taught_upr,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,1.26(b),Subjects taught in school: — Curriculum followed by School in UPPER PRIMARY Section?,1-NCERT / 2-State / 3-Others,
teacher_data.class_taught_upr_sec,teacher_data.class_taught_upr_sec,teacher_data,class_taught_upr_sec,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,1.20b,Year of upgradation of the school (if applicable): — Upper Primary to Secondary:,,
teacher_data.class_taugt_pre_primary_only,teacher_data.class_taugt_pre_primary_only,teacher_data,class_taugt_pre_primary_only,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.contract,teacher_data.contract,teacher_data,contract,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.diploma_certificate,teacher_data.diploma_certificate,teacher_data,diploma_certificate,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.diploma_ele_edu,teacher_data.diploma_ele_edu,teacher_data,diploma_ele_edu,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,,,,
teacher_data.diploma_special_edu,teacher_data.diploma_special_edu,teacher_data,diploma_special_edu,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,3.5(b),Details of the Special Educator — Diploma/Degree in Special Education in :,"1-Dedicated, 2-At block/cluster level, 3-No",
teacher_data.early_childhood_tch,teacher_data.early_childhood_tch,teacher_data,early_childhood_tch,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,1.36(c),Whether Anganwadi Centre is located inside the school premises ? — Is the Anganwadi Worker trained in early childhood education :,"1-Yes, 2-No",
teacher_data.female,teacher_data.female,teacher_data,female,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.gen_tch,teacher_data.gen_tch,teacher_data,gen_tch,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,,,,
teacher_data.graduate,teacher_data.graduate,teacher_data,graduate,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.male,teacher_data.male,teacher_data,male,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.med_equivalent,teacher_data.med_equivalent,teacher_data,med_equivalent,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.none,teacher_data.none,teacher_data,none,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.obc_tch,teacher_data.obc_tch,teacher_data,obc_tch,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,,,,
teacher_data.other,teacher_data.other,teacher_data,other,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.part_time,teacher_data.part_time,teacher_data,part_time,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.post_graduate_and_above,teacher_data.post_graduate_and_above,teacher_data,post_graduate_and_above,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.pseudocode,teacher_data.psuedocode,teacher_data,pseudocode,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,,,,pseudocode-stability spelling-of-the-key
teacher_data.psuedocode,teacher_data.psuedocode,teacher_data,psuedocode,Teaching and Non-Teaching Staff,2018-19,2021-22,4,0,,,,pseudocode-stability spelling-of-the-key
teacher_data.pursuing_rpc,teacher_data.pursuing_rpc,teacher_data,pursuing_rpc,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.regular,teacher_data.regular,teacher_data,regular,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.sc_tch,teacher_data.sc_tch,teacher_data,sc_tch,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,,,,
teacher_data.st_tch,teacher_data.st_tch,teacher_data,st_tch,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,,,,
teacher_data.teacher_involve_non_training_assignment,teacher_data.teacher_involve_non_training_assignment,teacher_data,teacher_involve_non_training_assignment,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
teacher_data.teacher_received_service_training,teacher_data.teacher_received_service_training,teacher_data,teacher_received_service_training,Teaching and Non-Teaching Staff,2018-19,2021-22,4,0,3.3(a),Teachers and Instructors Details by (Including Head Master/Mistress) — Whether received training in FLN-NISHTHA?,"1-General, 2-SC, 3-ST, 4-OBC",
teacher_data.teachers_aged_above_55,teacher_data.teachers_aged_above_55,teacher_data,teachers_aged_above_55,Teaching and Non-Teaching Staff,2018-19,2021-22,4,0,,,,
teacher_data.total_tch,teacher_data.total_teacher,teacher_data,total_tch,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,3.2,Number of Teaching Staff In-position,count,
teacher_data.total_teacher,teacher_data.total_teacher,teacher_data,total_teacher,Teaching and Non-Teaching Staff,2018-19,2021-22,4,0,,,,
teacher_data.total_teacher_trained_computer,teacher_data.total_teacher_trained_computer,teacher_data,total_teacher_trained_computer,Teaching and Non-Teaching Staff,2018-19,2021-22,4,0,,,,
teacher_data.trained_comp,teacher_data.trained_comp,teacher_data,trained_comp,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,,,,
teacher_data.trained_cwsn,teacher_data.trained_cwsn,teacher_data,trained_cwsn,Teaching and Non-Teaching Staff,2022-23,2025-26,4,0,4.6,Enrolment By Grade for children with special needs,,
teacher_data.transgender,teacher_data.transgender,teacher_data,transgender,Teaching and Non-Teaching Staff,2018-19,2025-26,8,0,,,,
